,0
Kazu Kibuishi , Japan
Richard Roberts ,none
Matthew Reilly, Australia
Kate Eberlen,none
Krystal Sutherland ,none
Jorge Cham, Panama
Bella Forrest ,none
Inbali Iserles ,none
Kate Morton , South Australia
Emma Cline, California
Nicole Chung , U.S.
Scott Meyer ,none
Amanda Dykes ,none
Wendy Walker ,none
Juman Malouf,none
Romina Garber ,none
Jonathan Green ,none
Jay Crownover ,none
Cameron Bane,none
Elle Cosimano ,none
Leila Howland ,none
Kelly Sue DeConnick ,[1] U.S.
Jonas Karlsson, Sweden
Karen M. Gocsik,none
Aditi Khorana ,none
Natalie D. Richards ,none
Ramachandra Guha, India[1]
Mark Greaney , (1980-06-23) 23 June 1980 (age 42)
Kristi Ann Hunter ,none
Sherry Leclerc ,none
Terry Goodkind, U.S.
Joseph Lewis ,none
Peter J. Tomasi, 1967 (age 55)
Nicole Kornher-Stace ,none
Alexander McCall Smith , Southern Rhodesia (now Zimbabwe)
Kristen Callihan ,none
Sarah Winman, England
Louise Candlish ,none
Tola Rotimi Abraham,none
Elvia Wilk ,none
Marissa Burt ,none
Cambria Brockman ,none
Herman Parish, U. S.
Martin Shannon,none
Meghan March ,none
Karen Dionne , Ohio
Supriya Kelkar ,none
Tara Sivec ,none
Alice Clayton ,none
Melanie Hansen ,none
Linda Williams,none
D.H. Sidebottom ,none
Kevin Barry, Ireland
Terry Brooks , U.S.
Amy Plum , Oregon
Anna Zaires ,none
Mari Mancusi , Romance
Liz Johnson ,none
Audrey Coulthurst ,none
Nick Cutter ,Episode 4.1
Marianne Knightly ,none
Jason Schmidt,130–96
C.J. Tudor ,none
M. Malone ,none
C.J. Skuse,none
Hannah Rothschild,none
Mike Omer ,מיכאל עומר
Vikram Paralkar ,none
Lucy Ives,none
Brendan Wenzel,none
Hannah E. Harrison,none
Erin Hahn ,none
Orhan Pamuk, Turkey
James Islington ,c. 1981
Mur Lafferty , 1973 (age 49)
Kody Keplinger , Kentucky[1]
Chinua Achebe, British Nigeria
Eliot Schrefer , U.S.
Alice Montgomery,none
William Joyce , United States
R.L. Mathewson ,none
Dean Chalmers,none
Frank Wilczek, U.S.
Kate Douglas Wiggin, 1856Philadelphia
Jessica Sorensen ,none
Meg Elison , 1982 (age 40)
Meredith Moore,none
Margo Rabb ,none
Rebecca Sugar, U.S.
Kim Holden ,none
Lea Doué ,none
Peter James,none
Sheralyn Pratt ,none
Colin Gigl ,none
Martina McAtee ,none
Melissa Broder , 1979 (age 43)
Darcy Coates ,none
Camille Aubray ,none
Catherine Doyle ,none
Katie McGarry ,none
Ava Miles ,none
Ann Coulter, U.S.
Sarai Walker ,none
Courtney Maum , Connecticut
Richard Chiem ,none
Nicholas Gannon,none
Marsha Wilson Chall,none
Estelle Laure ,none
Brian McClellan , USA
Owen Jones, England
Tor Seidler, New Hampshire
Michelle Krys ,none
Michael Z. Williamson, England
Joe Sugg, England
C.L. Denault ,none
Talya Tate Boerner ,none
Liz Lawler ,none
Richard Fenton , Pembrokeshire
Michael O'Keefe , U.S.
Luvvie Ajayi Jones ,none
Christopher Coleman ,none
Jessica Shattuck ,Writer
Sy Montgomery, Germany
Eiichiro Oda, Japan
Samantha Ir,none
Simon James Green ,none
Jane Alison,none
Jane Yolen , U.S.
Eileen Spinelli,none
Megan McCafferty ,Megan Fitzmorris1973
Lia Louis ,none
Shion Miura,三浦 しをん
Kalayna Price ,Novelist
Carolyn Lee Adams ,none
Susan May Warren ,none
Molly E. Lee ,none
Christine McCullough,none
Jennifer Bosworth ,none
Yoshitoki Ōima, Japan
Seth Grahame-Smith, U.S.
Leah Rae Miller ,none
David Mitchell,none
Isham Cook ,none
Paul Ruditis,none
Heather Hansen ,none
Jamie Shaw ,none
Hollie Overton ,none
Gail Simone, U.S.
Deborah Shapiro ,none
Jude Deveraux, Kentucky United States
Kevin Henkes, USA
Kei Sazane,none
Margarita Montimore ,none
George MacDonald Fraser, England
William T. Vollmann, California
Tricia Mingerink ,none
Helen Hardt ,none
Kristen Heitzmann ,none
Megan Erickson ,none
Lindsey Kelk , England
Emma Scott ,none
Matt Digeronimo ,none
Isaac Marion , 1981 (age 40)
Drew Barrymore, U.S.
Brant A. Gardner ,none
R.A. Steffan ,none
María Gainza,none
S.M. Wilson ,none
Larry Witham ,none
Cathy Glass,none
Shelly Laurenston,none
P. Dotson,none
Melissa Burke ,Sitcom
Rosanna Pansino, U.S.
Farah Oomerbhoy ,none
Jeannine Colette ,none
J. Patrick Black ,none
Tony Hawks, England
John Doe,none
Oscar Wilde, Ireland
Maggie Thrash , Georgia
Elizabeth Rudnick,none
David A. Goodman, U.S.
Julianne Donaldson ,none
Makoto Yukimura, Japan
Pene Henson ,none
Susan Straight , U.S.
Mike Thaler, United States
Lisa Papp ,none
George O'Connor,none
Evangeline Denmark ,none
Bill Clegg ,none
Ceci Giltenan ,none
Marie Sexton ,none
Drew Daywalt,none
Elsa Holland ,none
Eden Robinson, Canada
Yoru Sumino,住野よる
Kevin Sands ,none
Christopher Rice , U.S.
Jo Knowles ,none
Chris L. Terry ,none
Sarah Glenn Marsh ,none
Jon Negroni ,none
Tom McCarthy,none
Michelle Howard , U.S.
Philip Kerr, Scotland
M.G. Bullen,none
Jennifer L. Holm , U.S.
R.E. Carr ,none
Donny Cates, United States
Adam Becker ,1984New Jersey
Andersen Prunty ,none
Dina Nayeri , Iran
Pat Frayne ,none
C.M. Stunich ,none
Karla Sorensen ,none
Scott Mariani ,none
Anna Smaill , New Zealand
Sarah Sundin ,none
Toni Morrison, U.S.
Natalie Eve Garrett ,none
Destiny Soria ,none
Melissa Caruso ,none
Duncan Hamilton,none
Chuck Wendig , U.S.
Parker S. Huntington ,none
Christina Baker Kline ,none
Edna Ferber, U.S.
Bobbie Ann Mason, Kentucky
Alex Archer , England
T.R. Richmond,none
Skyla Madi ,none
Helen Thurloe ,none
Paul A. Offit, U.S.[2]
Mira Grant, U.S.
Bill Nye, U.S.
Karen Rose , US
Claire Kann ,none
Leylah Attar ,none
Josephine Rowe ,none
Charlie Cochet ,none
Ann Valett ,none
Joelle Charbonneau,none
Esphyr Slobodkina, Russia
Jewel E. Ann ,none
Thalia Kalkipsakis ,none
Mylo Carbia ,none
Lisa Graff, 1981 (age 41)Canada
Shantelle Mary Hannu ,none
Cynthia Eden ,none
Doreen Virtue,none
Lisa Schroeder ,American
Greg Rucka, US
Catherine Banner , United Kingdom
Serena Valentino ,American
Ashley Antoinette ,none
W.S. Gilbert,none
Taylor Anderson ,Novelist
Kathryn Barker,none
Isabel Greenberg ,none
Ashlee Willis ,none
Magda Szubanski, England
Reese Witherspoon, U.S.
ONE,none
Elizabeth Lim ,none
Heather Christle ,none
Tracy Banghart ,none
Denis Markell ,none
Danny Winter,"
Daniel Thomas Winter[1]"
N.R. Walker,none
Helen Fitzgerald ,none
Joanna Rakoff ,none
Hayden Wand ,none
Stacy King ,none
Gemma Cairney, England
Susan Meissner ,none
Peter J. Tomasi , 1967 (age 55)
Katie O'Neill,none
Andrea Wulf, India
Paulina Flores,none
E.G. Patrick ,none
Piers Torday ,none
Onjali Q. Raúf,none
Nick Spalding ,1974 (age 47–48)United Kingdom
Erin Gough,none
Anna Lyndsey,none
Giselle Simlett ,none
Sarah Hepola,none
Aleš Kot ,none
Non Pratt,none
Daishu Ma,none
Molly Ostertag, 1991 (age 31)[1][2]
Beth Ferry,none
J.L. Weil ,none
Connie Willis, US
Kaylee Ryan ,none
K.N. Kukoyi ,none
Rudy Francisco, California
Alexandra Hawkins ,none
Fiona Mozley, England
Dave Rudden ,none
Karina Yan Glaser ,none
Philip Zaleski ,none
John F. MacArthur Jr.,none
Ian W. Toll ,1967 (age 54–55)
S.K. Tremayne ,none
A.C. Gaughen ,none
E.E. Holmes ,none
Perdita Cargill ,none
Leslie McAdam ,none
Willie Nelson, U.S.
Caseen Gaines ,none
Jokha Alharthi,1978 (age 43–44)Oman
Nizrana Farook,none
Nathan Lane, U.S.
Ursula Vernon, 1977 (age 45)Japan[1]
Dani Pettrey ,none
Hannah Tinti ,1973 (age 48–49)United States
Natasza Waters ,none
Brian Michael Bendis, U.S.
Jarrett J. Krosoczka , U.S.
J.D. Robb , U.S.
Steve Berry ,none
Laurie R. King , U.S.
Rebecca Stead, US
Robert Jordan, U.S.
Ed Brubaker, US
Megan Shepherd ,none
Karen Chance ,none
Benjamin Johncock ,none
Laurie Hernandez,Lauren Zoe Hernandez
T.S. Joyce ,none
Carrie Ann DiRisio ,none
Shanna Handel ,none
Gabrielle Goldsby,none
Scott Lobdell ,1960 (age 61–62)
Elizabeth Berg,none
Morgan L. Busse ,none
Neil Z. Miller,none
Rick Steves, U.S.
Lydia Michaels ,none
Beth Kephart ,none
Juliana Barbassa ,none
Christopher Barzak , Ohio
Kristen Pro,none
Catherynne M. Valente , U.S.
Chris ,/krɪs/
Rachel Hawkins ,Rachel Valerie Hawkins
Michelle Tea, United States
Scott Lobdell,1960 (age 61–62)
Dale Bredesen,none
Megan Green ,Joseph Vollmer (interim)Lewis Reed
Carlton Mellick III , United States
Ross Gay, U.S.
Jennifer Ackerman,writer
Nadia Hashimi , U.S.
Rebecca Maizel ,none
Douglas R. Casey,none
Jessi Gage ,none
Jonathan Franzen, U.S.
Karen Witemeyer ,none
Scott Sigler , U.S.
Mary Berry, England
L.M. Krier ,none
John Keene ,none
Erin Fletcher ,none
Allen Zadoff , U.S.
Nick Seluk ,Nick Seluk
Riad Sattouf, France
Lisa Patton ,none
Jennifer Bell,none
Emma Lord ,none
Penelope Sky,none
Julie Klassen ,Writer
Santino Hassell ,none
Amerie ,Amerie Mi Marie Rogers
Tom Bower,Thomas Michael Bower (1946-09-28) 28 September 1946 (age 76)England
Michael S. Heiser,none
Aziz Ansari,Aziz Ismail Ansari
Alex Bertie, United Kingdom
Cory Doctorow, Canada
Angelina J. Steffort ,none
Jill Mansell,none
Katie Oliver ,none
Bill O'Reilly ,none
Robert Fabbri,none
Jasinda Wilder ,none
Gregory Scott Katsoulis ,none
Jacob Tobia, U.S.
Misa Sugiura ,none
Keary Taylor ,none
Kindle Alexander ,none
Julianna Keyes ,none
Sarah Fine ,none
Brian Freeman ,none
Christina June ,none
Alison Goodman , Australia
Regina Jennings ,none
Mark Crilley, United States
Thi Bui, Vietnam
Kathryn Purdie ,none
Meik Wiking,none
Juli Alexander ,none
Tim Baker ,none
Adriana Locke ,none
Kirsty Moseley ,none
Dusti Bowling ,none
Joëlle Jones , Idaho
Anthony Marra , D.C.
Catana Chetwynd,American
J. Lynn,none
Adrienne Wilder ,none
Shannon Hale , U.S.
Susan Dennard , USA
Robert Macfarlane ,none
Maryrose Wood ,none
Candace Bushnell , U.S.
Peter Singer , Australia
S.J.D. Peterson ,none
S.T. Abby,none
Tianxia Bachang,none
Victoria J. Coe ,none
Kristin Rockaway ,none
Danielle Rollins,none
Andy McNab,Steven Billy Mitchell
Gregory Mone ,none
O.N. Stefan ,none
Stephen Moss,(1960-04-25)25 April 1960
Jeremy Lachlan,none
Joy Harjo , U.S.
Brenna Yovanoff ,none
Chris Kuzneski , Pennsylvania United States
Russell D. Moore,Phillip Bethancourt
Amelia Hutchins ,none
Lauren Nicolle Taylor ,none
Debbie Tung ,none
Carole EstDagg ,none
Jennifer Li Shotz,none
Anna Quindlen, United States
Nicole Castroman ,none
Bree Barton ,none
Paula Stokes ,none
Tricia Clasen ,none
Bren MacDibble , New Zealand.
Jody Carrington ,none
Meryl Wilsner ,none
Karen White , Oklahoma
Victoria Ashley ,none
Philip Gross, England
Maris Black ,none
Asahiro Kakashi ,none
Linda Fairstein , U.S.
Erin L. Schneider ,none
Jen Malone ,none
Sally J. Pla ,none
Maria Hall ,none
Anna Banks , US
Kristy Cunning,none
Anna Kendrick, U.S.
Vera Brosgol , Soviet Union
Sandy Johnson ,Marilyn Lange
Patricia Forde ,none
Ngozi Ukazu,American
Charles Stross , England
Alexandra Oliva ,none
G.B. Hope ,none
Cora Carmack ,none
Janette Rallison , Washington
Donny Cates , United States
Ben Clanton ,none
Mandi Beck ,none
Anna Lowenhaupt Tsing,Anna Lowenhaupt Tsing1952 (age 69–70)
Ken Harrison,none
Ben Hatke , U.S.
Kaela Noel ,none
Jennifer Weiner , Louisiana
Sara Saedi ,none
John H. Walton,1952
Mark Siegel , Michigan
Sharon Guskin ,none
Laurel Snyder , U.S.
Matthew Loux,none
Yoon Ha Lee, Texas
Alison Cherry ,none
Eve Langlais ,none
John A. Farrell ,Writer
Peter Robinson,none
Suzanne Nelson ,none
Sarah Porter , U.S.
Bonnie S. Calhoun ,none
J. Nathan ,none
Derek 'Del Boy' Trotter,none
KirLarson ,none
Mandy M. Roth ,none
Cory Leonardo ,none
Lynn Joseph ,Writerlawyer
Kelsey Sutton ,none
Brendan Kiely ,none
Paula Brackston , England
Meg Leder,none
pleasefindthis ,none
K.L. Grayson ,none
Dee Henderson ,none
Mariana Zapata ,none
Stacey Kade ,Author
G. Willow Wilson , United States
Sally Nicholls, United Kingdom
Kimberly McCreight ,Novelist
Stuart Swezey ,none
Lou Berney ,none
Joshilyn Jackson ,American
Ari Marmell ,Ari MarmellNew York
Richard Peck,none
Jacky Colliss Harvey ,none
Gerard Way, U.S.
Christina Thompson ,Switzerland
Laura J. Moss ,none
Alexander Weinstein, Russia
Charlie Jane Anders ,Connecticut. United States
Amy Ellis Nutt, 1955Staten Island New York
Robert J. Gordon, 1940 (age 82)
Lauren St. John , Zimbabwe)
Ajay K. Pandey , India
Thomas Locke ,John Thornton
Jessica Park ,"
Jessica Park"
David Rains Wallace,none
William Zinsser,none
Susan Green,none
Kate Saunders, (1960-05-04) 4 May 1960 (age 62)London
Giacomo Leopardi, Papal States
Tomi Lahren, U.S.
Louis de Bernières, England
Leisa Rayven ,none
Tracy Chevalier , U.S.
Chelsea Camaron ,none
Lisa See , France
Toni Aleo ,none
Lynda Cohen Loigman ,none
Jon Krakauer , U.S.
Andrea Bobotis ,none
Jess Epps ,none
Sophie Cleverly ,none
Ania Ahlborn , Poland
Mike Gunton,none
Katie Ruggle ,none
Matt McCarthy ,none
Kayla Rae Whitaker ,none
Aline Ohanesian ,none
Charlene Hartnady ,none
Jess Kidd ,none
Jodi Lynn Anderson ,American
Janet Lee Carey , US
Julia Quinn ,Julie Cotler1970 (age 51–52)United States
George Takei , U.S.
Alicia Montgomery ,none
Graham Moore ,none
Layla Hagen ,none
Jill Alexander Essbaum , United States
Amanda Milo ,none
Elle Marr ,none
Brian Staveley ,none
R.J. Ellory,none
Philip Reeve , England
Ed Yong,Edmund Soon-Weng Yong (1981-12-17) 17 December 1981 (age 41)Malaysia
Faleena Hopkins ,none
Sonja Yoerg ,none
Cammie McGovern ,none
Spencer Quinn ,none
Amitav Ghosh, India
Stuart MacBride, Scotland
Yukio Mishima, Empire of Japan[1]
Jennifer Ashley ,none
Karina Halle ,none
S.B. Alexander ,none
Jon H. Gutmacher ,none
Carole Satyamurti,none
Tim Burton, U.S.
Maria Popova , 1984 (age 38)Bulgaria[where?]
Yana Toboso, Japan
Sally Field, U.S.
Jessica Barry,none
Aidan Willows ,none
Tom Cox,none
Sharyn McCrumb , North Carolina
Erin Raegan ,none
Jeanne St. James ,none
Darynda Jones ,none
Barbara Nickless ,none
Misty Jae Ogert ,none
Charlotte Wood, Australia
