,0
Dan Wells ,none
Jae Lynne Davies ,none
Karen White ,none
Suzanne Enoch,none
Stephanie Haddad ,none
K.P. Yohannan ,none
David E. Hilton ,none
Bryan Konietzko ,none
Justin Torres ,none
Deborah Lawrenson,none
Alyssa Day ,none
Mayandree Michel,none
Katie Ward ,none
David Muñiz,none
Matthew Pearl ,none
Jennifer Echols ,none
Kate Evangelista ,none
Heather Brewer ,1973-09-21
Anand Neelakantan ,none
Jacqueline Green ,none
Kelly Favor ,none
Keary Taylor ,none
Dennis Gaunt,none
Annalise Grey ,none
Faith Hunter ,none
Josh Ritter ,1976-10-21
Daniel A. Cohen ,none
Lauren Blakely ,none
Sally Bedell Smith ,1948-05-27
L.M. Montgomery,1874-11-30
Raine Miller ,none
Christopher Hitchens,1949-04-13
Kate Mosse,1961-10-20
Walt Disney Company,1923-10-16
Non Pratt,none
Markus Heitz,1971-10-10
Jeffrey Brown ,none
Cristin Harber ,none
S.J. Kincaid ,none
Matthew Mather ,1969-09-28
Robin D. Owens ,none
Juliet Madison ,none
Daniel Smith ,none
Rachele Alpine ,none
Michelle Leighton ,none
Clarissa Dickson Wright,1947-06-24
Sandi Lynn ,none
Laurie Faria Stolarz ,none
J.K. Beck,none
Peter May ,none
Helene Young ,none
Dana Meachen Rau,none
Cameron Dane,none
Joe Hill ,none
Roxy Sloane ,none
M.M. Vaughan ,none
Siri Hustvedt,1955-02-19
Mina V. Esguerra ,none
Betsy Duffey ,none
Harper Bentley ,none
Chinua Achebe,1930-11-16
Dan Ariely,1967-04-29
Dan Barden ,none
Lynn Flewelling ,1958-10-20
Raymond Radiguet,1903-06-18
Georgia Bragg,none
Gong Jiyoung,none
Eliot Schrefer ,1978-11-25
Alice Montgomery,none
William Joyce ,1906-04-24
R.L. Mathewson ,none
Dean Chalmers,none
Brent Weeks ,1977-03-07
Tricia Goyer ,none
Patricia MacLachlan,1938-03-03
Amitav Ghosh,1956-07-11
Frank Wilczek,1951-05-15
Kate Douglas Wiggin,1856-09-28
Mason Dodd ,none
Jessica Sorensen ,none
Patricia Briggs,none
Meg Elison ,1982-05-10
Meredith Moore,none
Margo Rabb ,none
Rebecca Sugar,1987-07-09
Charlie Louvin,1927-07-07
Tsugiko Kubo,none
Kim Holden ,none
Adrienne Stoltz,none
Kimberly Cutter ,none
Lea Doué ,none
Ransom Riggs,1979-02-03
Sheralyn Pratt ,none
Lucy Score ,none
Jojo Moyes ,1969-08-04
Colin Gigl ,none
Carian Cole ,none
Martina McAtee ,none
Taran Matharu ,none
Cynthia Enloe,1938-07-16
Amy Harmon ,none
Adrianne Brooks ,none
John David Anderson ,1975-05-21
Melissa Broder ,1979-08-29
Koon Woon ,none
Jane Mathews ,1940-12-19
Darcy Coates ,none
Camille Aubray ,none
Catherine Doyle ,none
Clifford D. Simak,1904-08-03
Sheril Kirshenbaum,1980-05-24
Ava Miles ,none
Stacy Gregg,none
Sarai Walker ,none
Courtney Maum ,none
Richard Chiem ,none
Steve Pemberton,1967-09-01
Michael Wyndham Thomas ,none
Kate Forsyth ,1966-06-03
Lynda Mullaly Hunt ,none
Nicholas Gannon,none
Marsha Wilson Chall,none
Estelle Laure ,none
Colleen Hoover ,1979-12-11
Whitney G. ,none
Elissa R. Sloan ,none
John Hodgman,1971-06-03
Gladys Quintal ,none
Heather Webber ,none
Tracey O'Hara ,none
James Holland,none
G.A. Aiken,none
Lucy Diamond,none
Chris Bohjalian ,1962-08-12
Mike Watt,1957-12-20
Mary G. Houston,none
Alex Benedict ,1935-04-14
Karen Erickson ,none
H.B. Moore ,none
Jessica Clare ,none
Courtney Cole ,none
Kristin Halbrook ,none
Michael Flynn,1958-12-24
Justus R. Stone ,none
AmBear Shellea ,none
Anna Godbersen,1980-04-10
Samantha Berger ,none
Gabrielle Giffords,1970-06-08
Nancy Horan,none
Sylvia Day ,1973-03-11
Kelly Hunter ,1963-07-21
J. Kenner ,none
Brian K. Larson ,none
Piper Vaughn ,none
Jason Aaron ,1973-01-28
Kim Edwards ,1958-05-04
Jen McLaughlin,none
Marie Force ,none
Stephen Law,1960-12-12
Robert Venditti ,none
Jes Battis ,none
Barry Maitland,none
Jeremy Robinson ,1974-10-22
John Cassian ,none
C.D. Reiss ,none
Brian McClellan ,1986-01-25
Adrienne Kress ,none
E.L. Sarnoff,none
Saki Nakagawa,none
Matt Harlock,none
Holly Thompson ,none
Nick Spalding ,none
Susan Wiggs ,none
Owen Jones,1984-08-08
Tor Seidler,none
Michelle Krys ,none
Olivia Drake ,none
Michael Z. Williamson,none
Rachel Carter ,none
David Kir,none
Ariel Gore ,1970-06-25
Sarah Weeks,1955-03-18
Joe Sugg,1991-09-08
Lauren Child,1965-11-29
Jamie Ford ,none
C.L. Denault ,none
Talya Tate Boerner ,none
Tracy Brown ,none
Dan Barry ,none
David Duchovny,1960-08-07
Brittainy C. Cherry ,none
Jack Hawley,1920-06-16
Alexandra Monir ,none
Gina A. Jones ,none
Stan Tatkin,none
Liz Lawler ,none
Kent Haruf,none
Richard Fenton ,none
Michael O'Keefe ,1955-04-24
Luvvie Ajayi Jones ,none
Christopher Coleman ,none
Jessica Shattuck ,none
Sy Montgomery,1958-02-07
Leigh Bardugo ,1975-04-06
Jessica Brody ,none
Grant Hardy,1961-03-07
Samantha Ir,none
Simon James Green ,none
Jane Alison,none
Jane Yolen ,1939-02-11
Eileen Spinelli,none
Megan McCafferty ,none
Lia Louis ,none
T.L. Swan ,none
Shion Miura,none
Jacqueline Wilson,1945-12-17
Iris Johansen ,1938-04-07
Sara Evans,1971-02-05
Laura Moore ,none
Sarra Cannon ,none
Kim Culbertson ,none
Tim O'Rourke ,1864-05-18
Laura Kreitzer ,none
Rachel Caine ,1962-04-27
Kyle Idleman,1962-07-01
Mary Higgins Clark,1927-12-24
Victoria Connelly,none
Denise Deegan ,none
Sherry Jones ,none
Rachel Hauck ,none
Caisey Quinn ,none
Robyn Peterman ,none
J.L. Murray ,none
Lorhainne Eckhart ,none
J.A. Saare ,none
David Dalglish ,none
Melissa Kantor ,none
Christopher diCarlo,none
Sharon Biggs Waller ,none
Kalayna Price ,none
Pamela Clare ,none
Cassie Alexander ,none
M. Stratton ,none
Alexia Purdy ,none
Michelle Morgan ,none
George A. Dunn ,none
Eric Shanower ,1963-10-23
Cynthia Rylant,1954-06-06
Patrick Carman ,1966-02-27
Jess Brittain,none
Hajime Isayama ,1986-08-29
E. Jamie ,none
Sara King ,none
Anna Adams ,1926-03-09
Julie Klassen ,none
Jeff Kinney ,1971-02-19
Clair Huffaker,1926-09-26
Charles W. Calomiris,none
Cressida Cowell ,1966-04-15
Simon Kernick ,none
Mayo Clinic ,1864-01-27
Carolyn Lee Adams ,none
Aileen Erin ,none
John Boyne,1971-04-30
Coco Simon,none
Molly E. Lee ,none
Anne O'Gleadra ,none
E.K. Blair ,none
Antonis Antoniou ,none
Christine McCullough,none
Jennifer Bosworth ,none
Yoshitoki Ōima,1989-03-15
Seth Grahame-Smith,1976-01-04
Chitra Banerjee Divakaruni ,none
Warren Ellis ,1968-02-16
Steven L. Peck ,none
Leah Rae Miller ,none
Allan Heinberg ,1967-06-29
David Mitchell,none
Jewel Kats ,1978-10-24
Isham Cook ,none
Charlotte McConaghy ,none
Pippa Croft,none
Laini Taylor ,1971-12-11
Paul Ruditis,none
Gertrude Stein,1874-02-03
Heather Hansen ,none
Jamie Shaw ,none
Cary Caffrey ,none
Hollie Overton ,none
Joe Abercrombie,1974-12-31
Gail Simone,none
Deborah Shapiro ,none
Teresa Mummert ,none
Erin Watt ,none
R'Ocean ,none
Kevin Henkes,1960-11-27
Kei Sazane,none
Margarita Montimore ,none
Jaclyn Dolamore ,none
Nancy Holder ,1953-08-29
Amy Reed ,none
R. Scott Bakker,1967-02-02
William Martin ,none
George MacDonald Fraser,none
Mark Russinovich,1966-12-22
Beverley Kendall ,none
Loralee Lillibridge ,none
Kady Cross ,none
Cassandra Clare ,1973-07-27
Kristen Pro,none
Michael Ray Taylor ,none
Ann Redisch Stampler ,none
Dani Harper ,none
Richelle Mead ,1976-11-12
Melissa Burke ,2010-08-17
Phillip W. Simpson ,none
Penelope Ward ,none
Sara Wilson Etienne ,none
Tina Seskis ,none
Murray Shaw ,none
Paul McKenna,1963-11-08
Catherine Fisher,none
Rolf Jensen,none
Carole Matthews,none
Christopher Steiner,2012-08-30
Alice Moss,none
Alexandra Ivy ,none
Mary Calmes ,none
Santa Montefiore,1970-02-02
Mindy Starns Clark ,none
Gary Williams ,1945-03-04
Linda Howard,1950-08-03
Rosemary Clement-Moore ,none
Beverly Preston ,none
James Lee Burke,1936-12-05
Kate Brian,1974-03-11
K.R. Thompson,none
Kate Elliott ,none
Andy McDermott,1974-07-02
S. Smith ,none
Jules Verne,1828-02-08
James Newman ,none
Elizabeth Kerri Mahon ,none
Kate Locke ,none
William T. Vollmann,1959-07-28
Cat Adams,none
Kevin Brockmeier,1972-12-06
Tricia Mingerink ,none
Dawn Dais ,none
Orson Scott Card,1951-08-24
Ella Frank,none
Megan Chance ,none
Nancy Bilyeau ,none
Claire Zorn ,none
Helen Hardt ,none
Kristen Heitzmann ,none
A.J. Waines ,none
Megan Erickson ,none
Martyn Whittock,none
Kevin Cullen,1959-05-01
Tui T. Sutherland,1978-07-31
Emma Scott ,none
Matt Digeronimo ,none
Isaac Marion ,1981-12-30
Drew Barrymore,1975-02-22
Adrian Tchaikovsky ,1972-06-04
Jess Ryder,none
John Fricke,none
Makoto Yukimura,1976-05-08
Brant A. Gardner ,none
R.A. Steffan ,none
María Gainza,none
S.M. Wilson ,none
Larry Witham ,none
Allen Say,none
Matsuri Hino,none
Louise Erdrich,1954-06-07
Anna Sheehan ,none
Donald Allen Kirch ,none
Kathryn Erskine,none
Harold Taw,none
Eric Diehl ,none
Candace Cameron Bure,1976-04-06
Oscar Wilde,1854-10-16
Dan Poblocki ,none
Laurence Yep,1948-06-14
Alisa Valdes ,1969-02-28
Jean Sasson ,none
Phil Earle,none
Dee Shulman ,none
Bratniss Everclean ,none
Beth Kery ,none
Cheryl Cole,1983-06-30
Sean Howe,none
Ben Macintyre,1963-12-25
Kate Quinn ,none
L.D. Davis ,none
Vanna Smythe ,none
Norah Wilson ,none
Mike A. Lancaster ,none
Kerry Connor ,none
Amy Lignor ,none
Lili St. Germain ,none
Celia Bryce,none
Ashley Elston ,none
Sarita Mandanna,none
Shelly Laurenston,none
Virginia Kantra ,none
Jamie Schultz ,none
Laura Griffin ,none
Kathryn J. Atwood ,none
S.M. Reine ,none
Ruth Reid ,none
Jamie Begley ,none
Rob Thomas,none
David Lodge,none
Kade Boehme ,none
Julian Barnes,1946-01-19
P. Dotson,none
Victoria Scott ,1982-02-01
Chrysoula Tzavelas ,none
David Athey ,none
G. Willow Wilson ,1982-08-31
Jessica Martinez ,none
H.P. Newquist ,none
Scott Snyder ,none
Eleanor De Jong,none
Elizabeth Savage,none
Rosanna Pansino,none
Farah Oomerbhoy ,none
Diane Chamberlain ,none
Chuck Black,none
Julianna Deering ,none
Jeannine Colette ,none
Charles Cumming,none
Jeff Noon,none
J. Patrick Black ,none
Richard King,none
Emma Chase ,none
Abbi Glines ,1977-04-16
Tony Hawks,1960-02-27
Michel Daubert,none
John Doe,none
Jen Calonita ,none
Maggie Thrash ,none
Elizabeth Rudnick,none
Daniel J. Siegel ,none
David A. Goodman,1962-12-13
Julianne Donaldson ,none
Kip S. Thorne,1940-06-01
Rhett McLaughlin ,1977-10-11
Pene Henson ,none
Susan Straight ,1960-10-19
April Henry ,1959-04-19
Mike Thaler,none
Lisa Papp ,none
George O'Connor,none
Jessica Bird,none
KirLarson ,none
Betty White,1922-01-17
Lorelei James ,none
Jon Land,none
Jun Mochizuki,none
MaryLu Tyndall ,none
Pamela Palmer,none
Erich Fromm,none
Melissa Marr ,1972-07-25
Jeremy Rodden ,none
Rachel Van Dyken ,none
Carl Weber ,none
D.J. MacHale ,1955-03-11
Will Wight ,1989-08-11
Stephanie Nielson,1981-06-27
Gemma Burgess,none
Rachel M. Humphrey-D'aigle ,none
Ramez Naam ,none
Eric Arvin,none
Marika Germanis ,none
Max Gladstone ,1984-04-28
Loree Lough ,none
Sigal Ehrlich ,none
Phillip Margulies ,none
Linda Poitevin ,none
Agatha Christie,1890-09-15
Bill Willingham ,none
Padma Viswanathan,none
Bernard Cornwell ,1944-02-23
Jo-Anne McArthur,1976-12-23
Darwyn Cooke,1962-11-16
Dan Fagin ,1963-02-01
Sheila O'Connor ,none
Becket,none
Jon Klassen,1981-11-29
Jeff Lemire,1976-03-21
Box Brown ,none
Evangeline Denmark ,none
Bill Clegg ,none
Richard Harland ,1947-01-15
Ceci Giltenan ,none
Liz Prince ,none
Illah Reza Nourbakhsh,none
J. Daniels ,none
Craig Johnson,none
Marie Sexton ,none
Stefan Zweig,1881-11-28
Treasure Hernandez,none
Kieron Gillen,1975-09-30
Sarah Pinborough ,none
Michael Farr,none
Drew Daywalt,none
Imogen Robertson ,none
Erica James ,none
Hiromasa Yonebayashi,1973-07-10
James Douglas,none
Carol K. Carr ,none
Avi,none
Elsa Holland ,none
Leon de Winter,1954-02-26
Peter Watson Jenkins ,none
Eden Robinson,1968-01-19
Yoru Sumino,none
Ann M. Martin,1955-08-12
Kevin Sands ,none
Reza Aslan,1972-05-03
Christopher Rice ,1978-03-11
Stan Lee,1922-12-28
Jo Knowles ,none
Salman Rushdie,1947-06-19
Chris L. Terry ,none
Sarah Glenn Marsh ,none
Jon Negroni ,none
Robin Farley,none
Robert Muchamore,1971-12-26
Hannah Moskowitz ,none
C.D.B. Bryan,1936-04-22
Jenny Hubbard ,none
Gary Amos,none
Willow Cross ,none
Vicky Alvear Shecter ,none
Peter Koevari ,none
Freya North ,1967-11-21
Beck McDowell ,none
Maeve Greyson ,none
Joseph Evans ,none
Lexi Ryan ,none
Charmaine Galloway ,none
Traci Harding ,none
Nathan Preedy ,none
Marie Astor ,none
Darussalam ,none
Elle Aycart ,none
Sarra Manning,none
E.L. James ,1963-03-07
Mercy Celeste ,none
Joann I. Martin-Sowles ,none
Romily Bernard ,none
Kathleen O'Neal Gear ,none
Erica Pike ,none
J.T. Geissinger ,none
Stephen Blackmoore ,none
Josin L. McQuein ,none
Wendy Wunder,none
Katy Evans ,1976-03-03
Tim Seeley ,none
Grace Helbig,1985-09-27
Belinda Alexandra,none
Toshiaki Iwashiro,1977-12-11
John S. Wilson ,none
Stephanie Oakes ,none
Kathryn Littlewood,none
Thea Harrison ,none
Veronica Henry ,none
Tom McCarthy,none
Michelle Howard ,1960-04-30
Mark Pagel,1954-06-05
Rhiannon Argo ,none
Robert Greer,1915-08-07
Sarah J. Maas ,1986-03-05
Philip Kerr,none
Lisa Henry ,none
H.P. Lovecraft,1890-08-20
M.G. Bullen,none
Chris Guise ,none
Cynthia Lord,none
Preeti Shenoy ,1971-12-21
S.E. Hall ,none
Riley Sager ,none
R.E. Carr ,none
Donny Cates,1984-09-14
Adam Becker ,none
Andersen Prunty ,none
Dina Nayeri ,none
Howard E. Wasdin,1961-11-08
Pat Frayne ,none
Grant Morrison,1960-01-31
C.M. Stunich ,none
Karla Sorensen ,none
Susan Andersen ,none
Gun Brooke,none
Jenna Burtenshaw ,none
Elliot Carlson,none
Jennifer Malone Wright ,none
Gail Carson Levine ,1947-09-17
Stephanie Tyler ,none
Christopher Pike,none
Kate Klise,none
Christy Sloat ,none
Roland Smith,1951-11-30
Melissa Darnell ,none
Ella Steele ,none
David Scott Hay ,none
S.J. Wright ,none
L. Jagi Lamplighter ,none
Karen Kingsbury ,none
Maeve Christopher ,none
Avery Williams ,none
Dakota Cassidy,none
Melody Anne ,none
Osamu Tezuka, 1928 -11-03
Sharon M. Draper ,1948-08-21
Anna Othitis ,none
Trish Doller ,none
Jay Northcote ,none
J. Kathleen Cheney ,1964-10-19
Imogen Howson ,none
Jesse Ball ,1978-06-07
Zoe Archer ,none
Pseudonymous Bosch ,1967-10-25
Kristin Hannah ,1960-09-25
Scott Mariani ,none
Anna Smaill ,none
Emily Lloyd-Jones ,none
Adam Roberts,none
Drew Sinclair ,none
Louis Michael Seidman,none
Sarah Sundin ,none
Ian Falconer,none
Allison Kraft ,none
Eric Wilson ,none
Harsha Walia ,none
Toni Morrison,1931-02-18
Donna Cooner ,none
Jeffery Deaver ,1950-05-06
The Church of Jesus Christ of Latter-day Saints,1830-04-06
Chelsea M. Cameron ,none
Victoria Hislop,none
Lin-Manuel Miranda,1980-01-16
Debora Geary ,none
Patricia Chapple Wright,none
Natalie Eve Garrett ,none
Destiny Soria ,none
Kallypso Masters ,none
Melissa Caruso ,none
Duncan Hamilton,none
W. Bruce Cameron ,1956-07-25
Chuck Wendig ,1976-04-22
Parker S. Huntington ,none
Christina Baker Kline ,none
Edna Ferber,1885-08-15
Bobbie Ann Mason,none
Chris Van Allsburg,1949-06-18
Carley Moore ,none
Evan Daugherty,none
Amanda R. Browning ,none
Sarah Tregay ,none
Eileen Wilks ,none
Luke Romyn ,none
Elyse Draper ,none
Linda Sue Park,1960-03-25
Nicole Dunlap ,none
Ashlyn Forge ,none
Moisés Kaufman,1963-11-21
Lisa Niemi Swayze,none
Alison Goodman ,none
Amy Lane ,none
Robin Bielman ,none
Tilly Bagshawe,1973-06-12
Christy Hayes ,none
Michael J. Karpovage ,none
Luke Hartwell,none
Tara Moss ,1973-10-02
Shanna Swendson ,none
Renae Kaye ,none
Daniel T. Thompson ,none
Rhiannon Frater ,none
Janet Lee Carey ,1954-01-11
T.R. Richmond,none
Jeph Loeb,none
Reid Mockery,none
Ruth Warburton ,none
Tara Sue Me ,none
Amanda Eyre Ward ,none
Terry Lynn Johnson ,none
Skyla Madi ,none
J.P. Barna,none
Madeleine K. Albright,1937-05-15
Helen Thurloe ,none
Paul A. Offit,1951-03-27
Mira Grant,1978-01-05
Jennifer Blackstream ,none
Yoshiyuki Tomino,1941-11-05
Bill Nye,1955-11-27
Glenn Greenwald,1967-03-06
Claire Kann ,none
Leylah Attar ,none
Kai Bird ,none
Josephine Rowe ,none
Charlie Cochet ,none
Ann Valett ,none
Joelle Charbonneau,none
Margaret Peterson Haddix,1964-04-09
Tahir Shah ,1966-11-16
Dorothy Hearst ,none
K.B. Miller ,none
Esphyr Slobodkina,1908-09-22
Lara Morgan ,none
Tim Carvell,none
Jonathan Hickman,1972-09-03
Tammy Blackwell ,none
Steve Gerber ,1947-09-20
Kathleen Long ,none
Jac Wright,none
Tessa Gratton ,none
Samantha Mackintosh,none
Stacy Kramer,none
Tina Wainscott ,none
K.F. Breene ,none
Jayden Brooks ,none
D.B. Jackson ,none
Angie Stanton ,none
Nashoda Rose ,none
Jewel E. Ann ,none
J.B. Salsbury ,none
Nina Lane ,none
Adam Goodheart,none
Riley Hart ,none
Renee Carlino ,none
Shana Burg,none
Thalia Kalkipsakis ,none
Edward O. Wilson,1929-06-10
Rob Reger ,none
Mylo Carbia ,none
Mary Oliver,1935-09-10
Lisa Graff,1981-01-10
Michelle A. Hansen ,none
Helena Hunting ,none
Frances Itani,none
Nalo Hopkinson,1960-12-20
M.D. Waters ,none
Kate Sherwood ,none
Laryssa Wirstiuk ,none
Juliet Marillier ,1948-07-27
Shantelle Mary Hannu ,none
Christopher William Hill,none
Doreen Virtue,none
Lisa Schroeder ,none
Greg Rucka,1969-11-29
Helen Smith,none
Catherine Banner ,1989-04-22
Serena Valentino ,none
John F. MacArthur Jr.,none
Henry Clark,none
Christopher Clark,1960-03-14
Jeanne Birdsall,none
Jessica Pennington ,none
Douglas Preston ,1956-05-20
Julia Scheeres ,none
Jennifer Chiaverini ,none
Janette Oke,1935-02-18
Keri Arthur ,1967-12-04
Lissa Price ,none
David Lapham,none
Sophie Oak ,none
James Gough,1860-12-31
Theresa Marguerite Hewitt ,none
Barbara Delinsky ,1945-08-08
Sadie Grubor ,none
Nichole Chase ,none
Tamara Blake ,none
Cardeno C. ,none
Scarlett Edwards,none
W.S. Gilbert,none
N.R. Walker,none
J.L. Mac ,none
Kevin Smith,1970-08-02
Michael Morpurgo,1943-10-03
Julianna Baggott ,none
Taylor Anderson ,none
Kathryn Barker,none
Cressida Cowell,1966-04-15
Marianne Jordan ,none
Augusto Cury,1958-10-02
Jeanette Windle,none
Meg Jay,none
Patrick Lencioni,none
Isabel Greenberg ,none
Elisa Ludwig,none
Ashlee Willis ,none
Magda Szubanski,1961-04-12
Teri Terry ,none
Dawn Kurtagich ,none
Reese Witherspoon,1976-03-22
Thomas Browne,none
M.R. Carey ,none
ONE,none
Shaun David Hutchinson ,none
Elizabeth Lim ,none
Tracey Devlyn ,none
Heather Christle ,none
Tracy Banghart ,none
Denis Markell ,none
Brenda J. Pierson ,none
Morgan Matson ,none
Danny Winter,1918-06-14
Kathy Herman,none
L.L. Raand,none
J.A. Belfield ,none
Lori Wick,none
David King,none
Fern Michaels ,1933-04-09
Ellie James ,none
Jeri Smith-Ready ,none
Mindee Arnett ,none
Anne Loader McGee ,none
Matthew Keith ,1983-04-11
Jonathan Odell ,1737-09-25
Ian Brill,none
Christine O'Neil,1956-03-19
Nathaniel Hawthorne,1804-07-04
Emily Rodda ,1948-04-02
Kim Harrington ,none
Sarah Castille ,none
Primula Bond ,none
J.C. Isabella ,none
Aimee Agresti ,none
Zack Whedon ,1979-08-14
Guy Adams ,1976-01-06
Julie Schumacher,none
Lisa Jackson ,none
Helen Fitzgerald ,none
Tasmina Perry,none
Jeremy A. Bastian,none
Alan S. Blinder,1945-10-14
R.J. Larson ,none
Catherine Clément,1939-02-10
Joanna Rakoff ,none
Katherine Kirkpatrick ,1969-09-20
Miyoshi Tōmori,none
Kenneth Oppel ,1967-08-12
Dougie Brimson ,none
Hayden Wand ,none
Stacy King ,none
Gemma Cairney,1985-03-19
Roshani Chokshi ,1991-02-14
Susan Meissner ,none
Peter J. Tomasi ,1967-08-18
Eva Schloss,1929-05-11
Katie O'Neill,none
Andrea Wulf,none
Paulina Flores,none
David Walliams,1971-08-20
E.G. Patrick ,none
Piers Torday ,none
Tom King ,none
Reginald Bakeley,none
Onjali Q. Raúf,none
David Gemmell,1948-08-01
Lisa Kleypas ,1964-11-05
Roderick Gordon ,none
Mark Waid ,1962-03-21
Allayne L. Webster ,none
James Carlos Blake,none
Augusta Scattergood ,none
Allison van Diepen ,none
Kevis Hendrickson ,none
Jeyn Roberts ,none
Clare Balding,1971-01-29
Amish Tripathi ,1974-10-18
Lillian Q. Irwin,none
S.L. Jennings ,none
Sedonia Guillone ,none
Sabine Durrant,none
Amy Kathleen Ryan ,none
Erin Gough,none
Leah Vincent ,1982-02-05
Anna Lyndsey,none
Lorna Seilstad,none
Giselle Simlett ,none
Tabitha Suzuma ,1975-02-02
Sarah Hepola,none
Aleš Kot ,none
Kathy Hepinstall ,none
Sjón,1962-08-27
Lane Smith,1936-04-29
Daishu Ma,none
Michael Buckley,none
Girl A,none
Jennifer L. Armentrout ,1980-06-11
Molly Ostertag,1991-10-28
Beth Ferry,none
Cameron Stracher ,none
Peggy Orenstein,none
Carol Birch,none
Jay Faerber ,none
Justin Bieber,1994-03-01
Mohammed Hanif,none
Janice G. Ross ,none
Ian Brill ,none
Oliver Burkeman,none
Steve Berry ,none
Sarah Mayberry ,none
Jeff Gunzel ,none
Harper Fox,none
Nikki Ashton ,1982-09-09
Ellie R. Hunter ,none
Jeremy Bentham ,1748-02-15
Kate Racculia ,none
Val McDermid,1955-06-04
Frank Rose ,none
Linda Urban,none
Tui Allen ,none
Robin Klein,1936-02-28
Ally Condie ,1978-11-02
John Piper ,none
Claire Cameron ,none
Daniel Coyle ,none
Connie Willis,1945-12-31
Kaylee Ryan ,none
Kameron Hurley ,none
Maile Meloy ,1972-01-01
K.N. Kukoyi ,none
Kasie West ,none
Kate Stewart ,1995-01-16
Norman L. Geisler,1932-07-21
Rudy Francisco,1982-07-27
Alexandra Hawkins ,none
Fiona Mozley,none
Dave Rudden ,none
Karina Yan Glaser ,none
Erin McKean,none
Lisa Mangum ,none
Kate Worth ,none
Mark Walden ,none
Mark Helprin,1947-06-28
Erin McCarthy ,1990-07-07
Barbara Eden,1931-08-23
Imran Siddiq ,none
Susan Hatler ,none
Derek Hough,1985-05-17
Kelly Williams Brown ,none
Patricia Rice ,none
Clare Furniss,none
Philip Zaleski ,none
Aly Martinez ,none
Ian W. Toll ,none
Vladimir Nabokov,none
S.K. Tremayne ,none
A.C. Gaughen ,none
Jeremy Dixon,none
Gabriel Sherman,none
Laura Sobiech,none
E.E. Holmes ,none
Perdita Cargill ,none
Leslie McAdam ,none
Martin Leicht,none
Mark Nixon ,none
Willie Nelson,1933-04-29
Caseen Gaines ,none
Ryan North ,1980-10-20
Jokha Alharthi,none
Nizrana Farook,none
Sara Pennypacker,none
Nathan Lane,1956-02-03
Haruki Murakami,1949-01-12
Katherine Rundell,none
Janet Evanovich ,1943-04-22
Stefan Petrucha ,1959-01-27
Thomas E. Sniegoski,none
Margaret Brownley ,1988-03-25
Mahmoud Dowlatabadi,1940-08-01
Dan Rather ,1931-10-31
Karen McQuestion ,none
John Everson ,none
Julianna Morris,none
Guy Delisle,1966-01-19
Bec McMaster ,none
Colleen Thatcher,none
Lindsay Paige ,none
Heather Burch ,none
Wendy Mass ,1967-04-22
Olivia Samms,none
Madeleine Roux ,none
Ursula Vernon,1977-05-28
Teri Wilson ,none
Dani Pettrey ,none
Fiona McIntosh ,none
Hannah Tinti ,none
Natasza Waters ,none
Brian Michael Bendis,1967-08-18
Jarrett J. Krosoczka ,1977-12-22
J.D. Robb ,1950-10-10
E. Van Lowe ,none
Robin Lee Graham,1949-03-05
Byron Preiss,1953-04-11
Regina Jennings ,none
Gregg Andrew Hurwitz ,none
S.Q. Williams,none
Sherry J. Soule,none
Rachel Maddow,1973-04-01
David Hair,none
Sierra Cartwright ,1963-10-12
Jim Butcher ,1971-10-26
Kristen Painter ,none
Maya Cross ,none
Susan Fanetti ,none
Tim Winton,1960-08-04
Cherise Sinclair ,none
A.E. Housman,1859-03-26
Hannah Howell ,none
Mercedes Lackey,1950-06-24
William Brodrick,none
A.F. Harrold,none
Juli Alexander ,none
Stephen R. Lawhead,none
Jim Al-Khalili,1962-09-20
Laurie R. King ,1952-09-19
Barbara Kyle ,none
Marcus Brotherton ,none
Bonnie Burton ,1972-07-12
Rebecca Stead,1968-01-16
Susan Kim,none
Robert Jordan,1948-10-17
Ed Brubaker,1966-11-17
Athena Villaverde ,none
Grace Burrowes ,none
Robin Stevens ,1960-01-30
Deeanne Gist ,none
D.D. Barant ,none
Lafcadio Hearn,1850-06-27
Megan Shepherd ,none
Elaine Raco Chase ,none
Dana Marton ,none
Bella Andre ,none
Karen Chance ,none
Nicky Charles ,none
Alison Allen-Gray,none
Cynthia Harrod-Eagles,1948-08-13
Darynda Jones ,none
Andrez Bergen ,none
Clive Bell,none
Benjamin Johncock ,none
Jacqui Rose ,none
Masashi Kishimoto,1974-11-08
Horus Gilgamesh ,none
Scott O'Connor ,none
Daisy Goodwin ,1961-12-19
Penny Reid ,none
Leah Lakshmi Piepzna-Samarasinha,none
Gena Showalter ,none
Sherry Thomas ,none
Laurie Hernandez,2000-06-09
T.S. Joyce ,none
Carrie Ann DiRisio ,none
Pamela Sherwood ,none
Shanna Handel ,none
Liz Braswell ,none
Shannon Greenland ,none
Gabrielle Goldsby,none
Anah Crow ,none
Charles Sheehan-Miles ,none
Natalie C. Parker ,none
Linda Barnes ,none
Jacqueline Harvey ,none
Claudia Gray ,none
Yehuda HaLevi,none
Rachel Kushner,1968-10-07
Joey Graceffa,1991-05-16
George R.R. Martin ,1948-09-20
Scott Lobdell ,none
Elizabeth Berg,none
Morgan L. Busse ,none
Becky Albertalli ,1982-11-17
Philip Pullman,1946-10-19
Jane Bettany ,none
